natural_language_query,sql_query
Update the loan status for book ID 4761 to returned on 2025-01-23.,UPDATE Loans SET return_date = '2025-01-23' WHERE book_id = 4761 AND return_date IS NULL;
Remove member with ID 287.,DELETE FROM Members WHERE member_id = 287;
Search for books with 'lvcrt6' in the title.,SELECT * FROM Books WHERE title LIKE '%lvcrt6%';
"Add a new book: '1984', author ID 6, genre 'Mystery', published in 1990, ISBN 978-0-8884-9925-2.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('1984', 6, 'Mystery', 1990, '978-0-8884-9925-2');"
Remove member with ID 443.,DELETE FROM Members WHERE member_id = 443;
List the borrowing history for member ID 316.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 316;"
List the borrowing history for member ID 515.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 515;"
List all books published before 2008.,SELECT * FROM Books WHERE publication_year < 2008;
Log a new loan: book ID 4723 to member ID 413 on 2021-03-28.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4723, 413, '2021-03-28', '2022-11-25');"
Log a new loan: book ID 4555 to member ID 726 on 2024-11-11.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4555, 726, '2024-11-11', '2021-09-15');"
"Add a new book: 'The Hobbit', author ID 5, genre 'Science Fiction', published in 1967, ISBN 978-2-8950-2889-6.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('The Hobbit', 5, 'Science Fiction', 1967, '978-2-8950-2889-6');"
"Add a new book: 'The Murder of Roger Ackroyd', author ID 8, genre 'Fantasy', published in 1946, ISBN 978-8-3958-1399-5.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('The Murder of Roger Ackroyd', 8, 'Fantasy', 1946, '978-8-3958-1399-5');"
"Add a new book: 'Norwegian Wood', author ID 5, genre 'Romance', published in 1814, ISBN 978-8-7196-1049-6.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 5, 'Romance', 1814, '978-8-7196-1049-6');"
List all books published before 1921.,SELECT * FROM Books WHERE publication_year < 1921;
List all books published before 1988.,SELECT * FROM Books WHERE publication_year < 1988;
"Add a new book: 'The Hobbit', author ID 4, genre 'Biography', published in 1835, ISBN 978-2-9908-8365-8.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('The Hobbit', 4, 'Biography', 1835, '978-2-9908-8365-8');"
Remove member with ID 838.,DELETE FROM Members WHERE member_id = 838;
Update the loan status for book ID 4230 to returned on 2023-11-29.,UPDATE Loans SET return_date = '2023-11-29' WHERE book_id = 4230 AND return_date IS NULL;
"Add a new book: 'It', author ID 1, genre 'Biography', published in 1813, ISBN 978-1-7278-7374-6.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('It', 1, 'Biography', 1813, '978-1-7278-7374-6');"
Search for books with 'sLySTD' in the title.,SELECT * FROM Books WHERE title LIKE '%sLySTD%';
List the borrowing history for member ID 391.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 391;"
Remove member with ID 262.,DELETE FROM Members WHERE member_id = 262;
Remove member with ID 375.,DELETE FROM Members WHERE member_id = 375;
Remove member with ID 952.,DELETE FROM Members WHERE member_id = 952;
"Add a new book: 'It', author ID 7, genre 'Mystery', published in 1841, ISBN 978-1-2668-2548-1.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('It', 7, 'Mystery', 1841, '978-1-2668-2548-1');"
Search for books with 'Vfim37' in the title.,SELECT * FROM Books WHERE title LIKE '%Vfim37%';
Log a new loan: book ID 3964 to member ID 361 on 2024-02-29.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (3964, 361, '2024-02-29', '2020-08-18');"
Search for books with 'SPgcVZ' in the title.,SELECT * FROM Books WHERE title LIKE '%SPgcVZ%';
Calculate the total fine for member ID 251.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 251;
List all books published before 2021.,SELECT * FROM Books WHERE publication_year < 2021;
Calculate the total fine for member ID 999.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 999;
List the borrowing history for member ID 752.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 752;"
"Add a new book: 'Foundation', author ID 4, genre 'Biography', published in 1985, ISBN 978-4-2233-2878-9.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Foundation', 4, 'Biography', 1985, '978-4-2233-2878-9');"
Calculate the total fine for member ID 463.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 463;
Calculate the total fine for member ID 810.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 810;
Update the loan status for book ID 4069 to returned on 2022-12-19.,UPDATE Loans SET return_date = '2022-12-19' WHERE book_id = 4069 AND return_date IS NULL;
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 2, genre 'Horror', published in 2003, ISBN 978-0-1870-5453-2.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 2, 'Horror', 2003, '978-0-1870-5453-2');"
Remove member with ID 684.,DELETE FROM Members WHERE member_id = 684;
List the borrowing history for member ID 652.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 652;"
Calculate the total fine for member ID 814.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 814;
List the borrowing history for member ID 81.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 81;"
Search for books with 'KLnMpN' in the title.,SELECT * FROM Books WHERE title LIKE '%KLnMpN%';
List the borrowing history for member ID 505.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 505;"
List the borrowing history for member ID 126.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 126;"
Update the loan status for book ID 1562 to returned on 2025-06-24.,UPDATE Loans SET return_date = '2025-06-24' WHERE book_id = 1562 AND return_date IS NULL;
"Add a new book: '1984', author ID 3, genre 'Mystery', published in 1918, ISBN 978-6-8544-5415-1.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('1984', 3, 'Mystery', 1918, '978-6-8544-5415-1');"
List all overdue books and calculate the fine at a rate of $0.28 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.28 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
Log a new loan: book ID 3137 to member ID 457 on 2022-11-01.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (3137, 457, '2022-11-01', '2020-03-19');"
Search for books with 'HIoWxO' in the title.,SELECT * FROM Books WHERE title LIKE '%HIoWxO%';
Remove member with ID 755.,DELETE FROM Members WHERE member_id = 755;
Search for books with '1mfaeQ' in the title.,SELECT * FROM Books WHERE title LIKE '%1mfaeQ%';
List the borrowing history for member ID 238.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 238;"
List the borrowing history for member ID 346.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 346;"
Remove member with ID 354.,DELETE FROM Members WHERE member_id = 354;
Calculate the total fine for member ID 936.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 936;
Remove member with ID 157.,DELETE FROM Members WHERE member_id = 157;
List the borrowing history for member ID 904.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 904;"
Log a new loan: book ID 2797 to member ID 782 on 2022-02-23.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2797, 782, '2022-02-23', '2023-02-21');"
Remove member with ID 715.,DELETE FROM Members WHERE member_id = 715;
"Add a new book: 'Norwegian Wood', author ID 7, genre 'History', published in 1827, ISBN 978-1-7575-5451-2.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 7, 'History', 1827, '978-1-7575-5451-2');"
Update the loan status for book ID 2353 to returned on 2020-11-22.,UPDATE Loans SET return_date = '2020-11-22' WHERE book_id = 2353 AND return_date IS NULL;
Remove member with ID 5.,DELETE FROM Members WHERE member_id = 5;
"Add a new book: '1984', author ID 7, genre 'Thriller', published in 1873, ISBN 978-4-1504-8306-2.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('1984', 7, 'Thriller', 1873, '978-4-1504-8306-2');"
Remove member with ID 156.,DELETE FROM Members WHERE member_id = 156;
Add a new author: 'Agatha Christie' from 'Japanese'.,"INSERT INTO Authors (first_name, last_name, nationality) VALUES ('Agatha', 'Christie', 'Japanese');"
Log a new loan: book ID 4679 to member ID 337 on 2024-06-14.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4679, 337, '2024-06-14', '2022-09-26');"
Search for books with 'vDTQ74' in the title.,SELECT * FROM Books WHERE title LIKE '%vDTQ74%';
List the borrowing history for member ID 447.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 447;"
List the borrowing history for member ID 850.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 850;"
Log a new loan: book ID 4384 to member ID 15 on 2023-06-24.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4384, 15, '2023-06-24', '2025-05-09');"
Log a new loan: book ID 4791 to member ID 110 on 2020-08-21.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4791, 110, '2020-08-21', '2025-08-03');"
Remove member with ID 149.,DELETE FROM Members WHERE member_id = 149;
List all overdue books and calculate the fine at a rate of $0.54 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.54 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
Remove member with ID 908.,DELETE FROM Members WHERE member_id = 908;
List all books published before 1911.,SELECT * FROM Books WHERE publication_year < 1911;
Search for books with 'ZEKZ4l' in the title.,SELECT * FROM Books WHERE title LIKE '%ZEKZ4l%';
Search for books with 'nEkke4' in the title.,SELECT * FROM Books WHERE title LIKE '%nEkke4%';
List all books published before 2009.,SELECT * FROM Books WHERE publication_year < 2009;
Update the loan status for book ID 3416 to returned on 2023-01-06.,UPDATE Loans SET return_date = '2023-01-06' WHERE book_id = 3416 AND return_date IS NULL;
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 5, genre 'Thriller', published in 1806, ISBN 978-1-2079-2936-7.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 5, 'Thriller', 1806, '978-1-2079-2936-7');"
List all books published before 2003.,SELECT * FROM Books WHERE publication_year < 2003;
Search for books with 'AlhE08' in the title.,SELECT * FROM Books WHERE title LIKE '%AlhE08%';
Log a new loan: book ID 4304 to member ID 786 on 2020-01-19.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4304, 786, '2020-01-19', '2020-03-04');"
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 4, genre 'Biography', published in 1912, ISBN 978-0-4132-5404-2.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 4, 'Biography', 1912, '978-0-4132-5404-2');"
Log a new loan: book ID 2919 to member ID 643 on 2020-06-15.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2919, 643, '2020-06-15', '2021-01-13');"
List the borrowing history for member ID 370.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 370;"
Remove member with ID 141.,DELETE FROM Members WHERE member_id = 141;
Log a new loan: book ID 3207 to member ID 978 on 2025-02-01.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (3207, 978, '2025-02-01', '2021-06-01');"
Search for books with '0ftaEr' in the title.,SELECT * FROM Books WHERE title LIKE '%0ftaEr%';
List all overdue books and calculate the fine at a rate of $0.38 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.38 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
Calculate the total fine for member ID 874.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 874;
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 5, genre 'History', published in 1850, ISBN 978-6-2507-6521-3.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 5, 'History', 1850, '978-6-2507-6521-3');"
"Add a new book: 'It', author ID 7, genre 'Biography', published in 1855, ISBN 978-6-4647-9135-6.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('It', 7, 'Biography', 1855, '978-6-4647-9135-6');"
Update the loan status for book ID 2608 to returned on 2022-02-02.,UPDATE Loans SET return_date = '2022-02-02' WHERE book_id = 2608 AND return_date IS NULL;
Update the loan status for book ID 1163 to returned on 2022-05-13.,UPDATE Loans SET return_date = '2022-05-13' WHERE book_id = 1163 AND return_date IS NULL;
List the borrowing history for member ID 830.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 830;"
Search for books with 'Auw76C' in the title.,SELECT * FROM Books WHERE title LIKE '%Auw76C%';
Calculate the total fine for member ID 609.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 609;
Update the loan status for book ID 2097 to returned on 2023-11-25.,UPDATE Loans SET return_date = '2023-11-25' WHERE book_id = 2097 AND return_date IS NULL;
Search for books with '7LKlCP' in the title.,SELECT * FROM Books WHERE title LIKE '%7LKlCP%';
Calculate the total fine for member ID 273.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 273;
Calculate the total fine for member ID 236.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 236;
Search for books with 'De9OIh' in the title.,SELECT * FROM Books WHERE title LIKE '%De9OIh%';
List all overdue books and calculate the fine at a rate of $0.23 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.23 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
List the borrowing history for member ID 585.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 585;"
Log a new loan: book ID 4929 to member ID 927 on 2024-04-16.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4929, 927, '2024-04-16', '2020-11-02');"
List all overdue books and calculate the fine at a rate of $0.16 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.16 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
Calculate the total fine for member ID 851.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 851;
Calculate the total fine for member ID 636.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 636;
List the borrowing history for member ID 339.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 339;"
Log a new loan: book ID 3995 to member ID 794 on 2024-12-12.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (3995, 794, '2024-12-12', '2022-08-09');"
List all books published before 1906.,SELECT * FROM Books WHERE publication_year < 1906;
Calculate the total fine for member ID 390.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 390;
Log a new loan: book ID 2740 to member ID 671 on 2022-04-27.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2740, 671, '2022-04-27', '2023-03-25');"
Calculate the total fine for member ID 276.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 276;
List the borrowing history for member ID 181.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 181;"
Search for books with 'ydJzeE' in the title.,SELECT * FROM Books WHERE title LIKE '%ydJzeE%';
Update the loan status for book ID 3992 to returned on 2025-01-31.,UPDATE Loans SET return_date = '2025-01-31' WHERE book_id = 3992 AND return_date IS NULL;
"Add a new book: 'Pride and Prejudice', author ID 5, genre 'Biography', published in 1903, ISBN 978-9-6253-2072-5.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Pride and Prejudice', 5, 'Biography', 1903, '978-9-6253-2072-5');"
Remove member with ID 932.,DELETE FROM Members WHERE member_id = 932;
List all overdue books and calculate the fine at a rate of $0.11 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.11 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
List all books published before 2019.,SELECT * FROM Books WHERE publication_year < 2019;
Log a new loan: book ID 711 to member ID 411 on 2023-01-24.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (711, 411, '2023-01-24', '2023-11-01');"
Search for books with 'Dni5Le' in the title.,SELECT * FROM Books WHERE title LIKE '%Dni5Le%';
Add a new author: 'Stephen King' from 'Japanese'.,"INSERT INTO Authors (first_name, last_name, nationality) VALUES ('Stephen', 'King', 'Japanese');"
List the borrowing history for member ID 487.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 487;"
List the borrowing history for member ID 338.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 338;"
"Add a new book: '1984', author ID 4, genre 'Biography', published in 1843, ISBN 978-4-2740-8469-8.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('1984', 4, 'Biography', 1843, '978-4-2740-8469-8');"
Calculate the total fine for member ID 515.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 515;
Search for books with 'QTAaVn' in the title.,SELECT * FROM Books WHERE title LIKE '%QTAaVn%';
List all overdue books and calculate the fine at a rate of $0.79 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.79 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
Log a new loan: book ID 731 to member ID 228 on 2024-06-10.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (731, 228, '2024-06-10', '2020-09-06');"
"Add a new book: 'Norwegian Wood', author ID 8, genre 'Horror', published in 1822, ISBN 978-7-8652-8663-7.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 8, 'Horror', 1822, '978-7-8652-8663-7');"
"Add a new book: 'It', author ID 2, genre 'Horror', published in 1954, ISBN 978-5-5923-6726-9.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('It', 2, 'Horror', 1954, '978-5-5923-6726-9');"
Log a new loan: book ID 2432 to member ID 364 on 2021-06-30.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2432, 364, '2021-06-30', '2023-02-20');"
Update the loan status for book ID 2356 to returned on 2021-11-14.,UPDATE Loans SET return_date = '2021-11-14' WHERE book_id = 2356 AND return_date IS NULL;
"Add a new book: 'Harry Potter and the Sorcerer's Stone', author ID 4, genre 'Biography', published in 1942, ISBN 978-2-3016-4300-5.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Harry Potter and the Sorcerer's Stone', 4, 'Biography', 1942, '978-2-3016-4300-5');"
Calculate the total fine for member ID 419.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 419;
List the borrowing history for member ID 193.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 193;"
"Add a new book: 'Norwegian Wood', author ID 2, genre 'Fiction', published in 2014, ISBN 978-1-5211-2170-0.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 2, 'Fiction', 2014, '978-1-5211-2170-0');"
Remove member with ID 202.,DELETE FROM Members WHERE member_id = 202;
Search for books with 'lxnoKj' in the title.,SELECT * FROM Books WHERE title LIKE '%lxnoKj%';
List the borrowing history for member ID 4.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 4;"
Update the loan status for book ID 987 to returned on 2022-08-08.,UPDATE Loans SET return_date = '2022-08-08' WHERE book_id = 987 AND return_date IS NULL;
Update the loan status for book ID 3701 to returned on 2023-09-13.,UPDATE Loans SET return_date = '2023-09-13' WHERE book_id = 3701 AND return_date IS NULL;
List the borrowing history for member ID 75.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 75;"
"Add a new book: 'Pride and Prejudice', author ID 5, genre 'History', published in 1906, ISBN 978-0-8345-2441-4.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Pride and Prejudice', 5, 'History', 1906, '978-0-8345-2441-4');"
Search for books with 'EoeGOd' in the title.,SELECT * FROM Books WHERE title LIKE '%EoeGOd%';
Update the loan status for book ID 4120 to returned on 2023-09-17.,UPDATE Loans SET return_date = '2023-09-17' WHERE book_id = 4120 AND return_date IS NULL;
Log a new loan: book ID 1281 to member ID 704 on 2024-01-19.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (1281, 704, '2024-01-19', '2025-04-21');"
List all overdue books and calculate the fine at a rate of $0.53 per day.,"SELECT b.title, m.first_name, m.last_name, (CURRENT_DATE - l.due_date) * 0.53 AS fine_amount FROM Books b JOIN Loans l ON b.book_id = l.book_id JOIN Members m ON l.member_id = m.member_id WHERE l.return_date IS NULL AND l.due_date < CURRENT_DATE;"
Log a new loan: book ID 4826 to member ID 234 on 2020-05-20.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (4826, 234, '2020-05-20', '2023-05-15');"
List all books published before 1999.,SELECT * FROM Books WHERE publication_year < 1999;
Update the loan status for book ID 2599 to returned on 2020-03-05.,UPDATE Loans SET return_date = '2020-03-05' WHERE book_id = 2599 AND return_date IS NULL;
"Add a new book: 'Foundation', author ID 5, genre 'Horror', published in 1902, ISBN 978-6-1791-4560-5.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Foundation', 5, 'Horror', 1902, '978-6-1791-4560-5');"
"Add a new book: 'Norwegian Wood', author ID 7, genre 'Non-Fiction', published in 1934, ISBN 978-5-2506-8408-2.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 7, 'Non-Fiction', 1934, '978-5-2506-8408-2');"
Update the loan status for book ID 1443 to returned on 2022-05-03.,UPDATE Loans SET return_date = '2022-05-03' WHERE book_id = 1443 AND return_date IS NULL;
Search for books with 'UjkzA5' in the title.,SELECT * FROM Books WHERE title LIKE '%UjkzA5%';
List all books published before 1967.,SELECT * FROM Books WHERE publication_year < 1967;
Update the loan status for book ID 2692 to returned on 2022-02-27.,UPDATE Loans SET return_date = '2022-02-27' WHERE book_id = 2692 AND return_date IS NULL;
Search for books with '2sGWLS' in the title.,SELECT * FROM Books WHERE title LIKE '%2sGWLS%';
Update the loan status for book ID 3356 to returned on 2024-03-27.,UPDATE Loans SET return_date = '2024-03-27' WHERE book_id = 3356 AND return_date IS NULL;
Update the loan status for book ID 4487 to returned on 2023-02-08.,UPDATE Loans SET return_date = '2023-02-08' WHERE book_id = 4487 AND return_date IS NULL;
"Add a new book: 'Pride and Prejudice', author ID 5, genre 'Fiction', published in 2024, ISBN 978-3-5375-6951-6.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Pride and Prejudice', 5, 'Fiction', 2024, '978-3-5375-6951-6');"
Update the loan status for book ID 1264 to returned on 2020-10-17.,UPDATE Loans SET return_date = '2020-10-17' WHERE book_id = 1264 AND return_date IS NULL;
List the borrowing history for member ID 455.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 455;"
List all books published before 1990.,SELECT * FROM Books WHERE publication_year < 1990;
Update the loan status for book ID 474 to returned on 2020-10-14.,UPDATE Loans SET return_date = '2020-10-14' WHERE book_id = 474 AND return_date IS NULL;
"Add a new book: 'The Murder of Roger Ackroyd', author ID 6, genre 'Horror', published in 2003, ISBN 978-1-9158-3378-7.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('The Murder of Roger Ackroyd', 6, 'Horror', 2003, '978-1-9158-3378-7');"
Log a new loan: book ID 3568 to member ID 871 on 2022-01-15.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (3568, 871, '2022-01-15', '2023-02-27');"
List the borrowing history for member ID 259.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 259;"
"Add a new book: 'The Murder of Roger Ackroyd', author ID 2, genre 'History', published in 1814, ISBN 978-1-3913-7617-6.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('The Murder of Roger Ackroyd', 2, 'History', 1814, '978-1-3913-7617-6');"
Log a new loan: book ID 1427 to member ID 974 on 2024-03-12.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (1427, 974, '2024-03-12', '2025-03-30');"
Search for books with 'yaLTuj' in the title.,SELECT * FROM Books WHERE title LIKE '%yaLTuj%';
List the borrowing history for member ID 556.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 556;"
Update the loan status for book ID 2083 to returned on 2020-07-06.,UPDATE Loans SET return_date = '2020-07-06' WHERE book_id = 2083 AND return_date IS NULL;
Log a new loan: book ID 2394 to member ID 655 on 2024-12-12.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (2394, 655, '2024-12-12', '2024-05-01');"
Calculate the total fine for member ID 161.,SELECT SUM(fine_amount) FROM Loans WHERE member_id = 161;
"Add a new book: 'Norwegian Wood', author ID 1, genre 'Non-Fiction', published in 1940, ISBN 978-1-4755-7879-6.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('Norwegian Wood', 1, 'Non-Fiction', 1940, '978-1-4755-7879-6');"
List the borrowing history for member ID 183.,"SELECT b.title, l.loan_date, l.return_date FROM Loans l JOIN Books b ON l.book_id = b.book_id WHERE l.member_id = 183;"
Log a new loan: book ID 1016 to member ID 488 on 2021-04-01.,"INSERT INTO Loans (book_id, member_id, loan_date, due_date) VALUES (1016, 488, '2021-04-01', '2020-07-20');"
"Add a new book: 'It', author ID 6, genre 'Mystery', published in 1973, ISBN 978-8-9652-5329-0.","INSERT INTO Books (title, author_id, genre, publication_year, isbn) VALUES ('It', 6, 'Mystery', 1973, '978-8-9652-5329-0');"
Remove member with ID 504.,DELETE FROM Members WHERE member_id = 504;
